Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
77,5,10,1,1,18.909999999999986,20,91,47,74,80,14,32.75699999999998,0.427,1.8909999999999987,0.427,20,3,12,3,156,3,13,3,3,0,17,4.25,1,L,0.20998076923076922,0.14233333333333334,0.14546153846153845,0.14233333333333334
77,6,11,1,7,23.60699999999998,13,110,6,8,4,1,26.16899999999998,0.122,0.305,4.147999999999997,18,1,2,11,115,1,2,16,6,1,72,6,1,L,0.2275565217391304,0.122,0.1525,0.25925
77,6,12,1,15,29.889999999999976,20,131,20,22,105,18,31.475999999999974,0.7929999999999997,2.744999999999998,1.2809999999999993,20,2,9,5,139,2,12,5,6,0.5,38,5,1,L,0.2264460431654676,0.39649999999999996,0.22875,0.25619999999999993
77,7,13,1,2,17.018999999999988,19,92,52,54,41,14,17.201999999999988,3.9649999999999967,1.0979999999999994,5.428999999999996,20,9,5,10,93,10,5,17,4,0,19,4.75,1,L,0.18496774193548388,0.3964999999999999,0.2196,0.3193529411764705
77,7,14,1,7,11.223999999999991,16,52,3,1,11,27,11.284999999999991,4.818999999999996,0.061,10.979999999999992,17,10,1,15,53,17,1,38,6,0.5,41,5.75,1,L,0.21292452830188677,0.2834705882352941,0.061,0.2889473684210526
77,8,15,1,1,17.079999999999988,17,72,13,107,106,74,82.22800000000007,0.427,0.061,0.122,20,1,1,2,340,1,1,2,3,0,13,3.25,1,L,0.2418470588235294,0.427,0.061,0.061
77,8,16,1,14,23.057999999999982,19,105,89,86,6,110,25.98599999999998,1.8299999999999987,12.44399999999999,0.305,20,5,18,2,113,5,58,2,3,0,14,3.5,1,L,0.2299646017699115,0.36599999999999994,0.21455172413793103,0.1525
77,9,17,1,12,43.12699999999997,17,194,48,41,40,20,43.858999999999966,1.0979999999999994,0.122,4.025999999999997,20,6,2,11,197,7,2,19,5,0.5,36,5.25,1,L,0.22263451776649745,0.15685714285714286,0.061,0.21189473684210525
77,9,18,1,3,42.33399999999997,16,187,26,7,34,36,45.444999999999965,0.6709999999999998,0.8539999999999996,2.805999999999998,20,3,4,7,197,3,5,12,5,0.5,36,5.25,1,L,0.23068527918781723,0.22366666666666665,0.1708,0.23383333333333334
77,10,19,1,12,8.966999999999993,18,52,45,43,13,16,9.149999999999993,0.488,12.01699999999999,5.977999999999995,19,4,16,12,53,4,57,24,5,0,22,5.5,1,L,0.17264150943396225,0.122,0.21082456140350875,0.24908333333333332
77,10,20,1,11,34.769999999999975,20,166,64,70,72,69,36.11199999999997,0.9759999999999995,1.7079999999999989,0.6709999999999998,20,5,8,3,172,6,9,3,4,1,48,4,1,L,0.20995348837209302,0.16266666666666665,0.18977777777777777,0.22366666666666665
77,11,21,1,12,48.18999999999996,20,217,42,38,1,4,49.34899999999996,0.122,5.672999999999996,11.95599999999999,20,1,15,15,224,1,28,38,5,0,22,5.5,1,L,0.2203080357142857,0.122,0.20260714285714282,0.3146315789473684
77,11,22,1,3,17.201999999999988,17,83,29,35,19,67,17.628999999999987,5.489999999999996,9.576999999999993,4.452999999999997,20,15,15,12,87,26,35,19,5,0,20,5,1,L,0.20263218390804597,0.21115384615384614,0.2736285714285714,0.23436842105263156
78,1,1,1,11,20.068999999999985,20,95,63,68,67,69,21.044999999999984,2.8669999999999978,1.585999999999999,3.537999999999997,20,11,6,11,104,12,6,16,4,1,48,4,1,L,0.20235576923076923,0.23891666666666667,0.26433333333333325,0.221125
78,1,2,1,12,24.09499999999998,19,108,43,45,44,38,25.25399999999998,2.0739999999999985,0.061,0.7319999999999998,20,8,1,4,110,8,1,4,5,1,60,5,1,L,0.22958181818181816,0.25925,0.061,0.183
