Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,success_schema,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
43,10,20,1,8,17.384999999999987,19,88,102,101,106,55,24.15599999999998,0.488,3.903999999999997,4.574999999999997,20,4,10,14,124,4,14,28,2,0.5,16,2.5,8,1,L,0.19480645161290322,0.122,0.27885714285714286,0.16339285714285715
43,11,21,1,11,62.95199999999995,16,282,72,84,83,109,65.81899999999995,16.16499999999999,3.0499999999999976,8.295999999999994,20,18,12,17,296,69,14,40,4,0,12,3,8,1,L,0.22236148648648646,0.23427536231884058,0.21785714285714286,0.20739999999999997
43,11,22,1,8,18.848999999999986,18,94,105,101,36,30,21.898999999999983,1.8909999999999987,0.488,24.94899999999998,20,7,2,16,105,9,2,97,2,0,14,3.5,0,1,L,0.20856190476190475,0.2101111111111111,0.244,0.25720618556701025
44,1,1,1,7,11.040999999999991,19,54,5,8,9,12,14.761999999999988,0.305,2.2569999999999983,0.6709999999999998,20,2,4,4,69,2,4,4,6,1,72,6,7,1,L,0.21394202898550724,0.1525,0.5642499999999998,0.16775
44,1,2,1,11,36.35599999999997,12,143,65,67,62,40,36.66099999999997,1.0369999999999995,0.122,4.940999999999996,14,3,2,12,145,3,2,22,4,0.5,29,4.25,"11,7",1,L,0.25283448275862064,0.3456666666666666,0.061,0.2245909090909091
44,2,3,1,14,0.061,1,1,88,86,6,94,0.366,1.2809999999999993,6.8319999999999945,1.2199999999999993,3,4,13,3,3,4,29,3,3,0.5,24,3.75,14,1,L,0.20755844155844155,0.20587499999999997,0.2355862068965517,0.4066666666666666
44,2,4,1,1,77.53100000000151,10,344,26,17,33,22,78.32400000000152,4.452999999999997,1.463999999999999,4.7579999999999965,13,11,5,10,348,19,5,15,3,0,22,5.5,14,1,L,0.22506896551724137,0.23436842105263156,0.29279999999999995,0.3171999999999999
44,3,5,1,13,13.05399999999999,10,56,114,115,1,9,14.273999999999988,0.305,24.21699999999998,0.6709999999999998,17,1,17,3,63,1,102,3,2,0,16,4,14,1,L,0.22657142857142856,0.305,0.23742156862745095,0.22366666666666665
44,3,6,1,0,0,0,0,98,16,95,27,7.563999999999994,1.0369999999999995,1.2199999999999993,0.122,16,2,3,2,41,2,3,2,0,0,16,4,0,1,L,0.2036779661016949,0.5185,0.40666666666666657,0.061
44,4,7,1,8,20.556999999999984,20,94,105,98,106,104,20.617999999999984,0.305,3.4159999999999973,4.330999999999997,20,1,9,13,95,1,10,21,2,1,24,2,8,1,L,0.2170315789473684,0.305,0.34159999999999996,0.20623809523809522
44,4,8,1,11,17.750999999999987,20,91,66,63,69,64,18.299999999999986,0.061,1.2809999999999993,2.1959999999999984,20,1,4,9,93,1,4,13,4,1,48,4,"11,8",1,L,0.19677419354838707,0.061,0.3202499999999999,0.16892307692307693
44,5,9,1,0,0,0,0,63,31,30,120,0.366,0.8539999999999996,1.463999999999999,0.9759999999999995,3,3,8,4,3,3,8,5,0,0,16,4,8,1,L,0.20018309859154929,0.2846666666666667,0.183,0.19519999999999998
44,5,10,1,8,3.659999999999997,14,21,101,40,53,1,11.101999999999991,10.735999999999992,2.9279999999999977,0.427,20,18,13,2,54,56,16,2,2,0,17,4.25,0,1,L,0.20864772727272726,0.20193103448275862,0.1728333333333333,0.2135
44,6,11,1,15,21.837999999999983,9,100,19,15,21,69,22.020999999999983,2.500999999999998,3.781999999999997,3.659999999999997,12,9,9,13,103,11,14,22,6,0.5,40,5.5,15,1,L,0.21379611650485436,0.22736363636363635,0.2701428571428571,0.16636363636363635
44,6,12,1,7,95.40400000000358,10,386,98,10,7,53,96.50200000000358,0.061,0.488,0.9149999999999996,14,1,3,6,391,1,4,6,6,0,18,4.5,15,1,L,0.24680818414322248,0.061,0.122,0.1525
44,7,13,1,2,24.88799999999998,20,125,56,53,55,52,26.29099999999998,1.0979999999999994,0.7319999999999998,2.622999999999998,20,4,6,8,133,5,7,11,4,1,48,4,"2,15",1,L,0.19767669172932328,0.2196,0.10457142857142857,0.23845454545454545
